,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
3900,HAYESST01 ,1985,Steve,Hayes,UTA,N,1,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3901,HENRYCA01 ,1985,Carl,Henry,SAC,N,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3902,HODGECR01 ,1985,Craig,Hodges,MIL,N,14,460,189,16,9,25,63,32,2,24,44,145,74,34,27,31,14
3903,IAVARMA01 ,1985,Marc,Iavaroni,UTA,N,4,73,13,5,4,9,6,1,0,4,9,16,5,4,3,0,0
3904,JOHNSCL01 ,1985,Clemon,Johnson,PHI,N,12,303,74,37,23,60,8,11,15,10,35,53,29,25,16,0,0
3905,JOHNSDE01 ,1985,Dennis,Johnson,BOS,N,18,715,291,53,23,76,107,39,5,51,58,245,109,84,67,16,6
3906,JOHNSED03 ,1985,Eddie,Johnson,SAC,N,3,96,56,11,10,21,4,3,1,6,7,55,24,9,8,3,0
3907,JOHNSKE02 ,1985,Ken,Johnson,POR,N,2,11,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0
3908,JOHNSMA01 ,1985,Magic,Johnson,LAL,N,14,541,302,79,21,100,211,27,1,45,43,205,110,107,82,11,0
3909,JOHNSMI01 ,1985,Mickey,Johnson,NJN,N,3,54,17,9,2,11,2,2,0,3,7,19,5,11,7,2,0
3910,JOHNSST01 ,1985,Steve,Johnson,SAS,N,3,53,15,4,2,6,2,0,1,6,14,15,5,11,5,0,0
3911,JOHNSVI01 ,1985,Vinnie,Johnson,DET,N,4,85,51,9,8,17,11,3,0,5,9,49,22,13,7,1,0
3912,JONESBO01 ,1985,Bobby,Jones,PHI,N,12,329,116,23,9,32,34,10,14,15,39,74,39,50,38,1,0
3913,JONESCA01 ,1985,Caldwell,Jones,POR,N,4,73,14,10,9,19,3,0,2,4,13,17,6,4,2,0,0
3914,JONESCH01 ,1985,Charles,Jones,WA1,N,5,72,12,3,6,9,3,2,2,5,13,11,4,4,4,0,0
3915,JORDAMI01 ,1985,Michael,Jordan,CHI,N,3,135,131,14,5,19,17,7,4,14,13,95,48,39,34,1,1
3916,KEELIHA01 ,1985,Harold,Keeling,DAL,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,KELLERI01 ,1985,Rich,Kelley,SAC,N,3,35,11,6,6,12,4,2,0,2,5,9,3,6,5,0,0
3918,KERSEJE01 ,1985,Jerome,Kersey,POR,N,4,56,22,8,7,15,4,1,4,6,13,22,9,4,4,1,0
3919,KINGAL01  ,1985,Albert,King,NJN,N,3,98,41,5,8,13,10,2,1,5,15,42,18,4,4,4,1
3920,KITEGR01  ,1985,Greg,Kite,BOS,N,13,78,18,14,5,19,3,2,4,3,20,10,7,7,4,0,0
3921,KLEINJO01 ,1985,Joe,Kleine,SAC,N,3,45,15,6,8,14,1,1,1,2,8,13,5,6,5,0,0
3922,KONCAJO01 ,1985,Jon,Koncak,ATL,N,9,193,54,23,11,34,5,6,10,7,27,29,14,46,26,0,0
3923,KUPCHMI01 ,1985,Mitch,Kupchak,LAL,N,5,56,20,10,5,15,2,2,0,3,6,15,8,6,4,0,0
3924,LAIMBBI01 ,1985,Bill,Laimbeer,DET,N,4,168,90,36,20,56,1,2,3,8,19,68,34,23,21,1,1
3925,LAMPJE01  ,1985,Jeff,Lamp,SAS,N,3,45,15,0,1,1,7,1,0,4,6,18,7,0,0,3,1
3926,LEAVEAL01 ,1985,Allen,Leavell,HOU,N,15,170,75,12,3,15,40,9,0,9,12,80,24,23,20,15,7
3927,LEVERLA01 ,1985,Lafayette,Lever,DEN,N,10,347,143,33,15,48,53,20,2,23,33,131,59,24,17,14,8
3928,LEVINCL01 ,1985,Cliff,Levingston,ATL,N,9,180,52,26,15,41,3,4,9,9,23,37,22,9,7,1,1
3929,LISTEAL01 ,1985,Alton,Lister,MIL,N,14,335,167,59,37,96,12,7,22,21,56,103,66,58,35,1,0
3930,LLOYDLE01 ,1985,Lewis,Lloyd,HOU,N,20,589,281,32,34,66,86,16,6,47,47,241,116,58,47,5,2
3931,LONGJO01  ,1985,John,Long,DET,N,1,13,7,1,0,1,0,1,0,2,1,5,2,3,3,0,0
3932,LUCASMA01 ,1985,Maurice,Lucas,LAL,N,14,319,132,62,29,91,10,6,5,13,53,112,59,19,14,0,0
3933,MACYKY01  ,1985,Kyle,Macy,CHI,N,3,87,12,2,2,4,10,2,0,1,9,14,5,1,1,4,1
3934,MAHORRI01 ,1985,Rick,Mahorn,DET,N,4,61,12,9,3,12,0,1,0,3,14,13,5,2,2,0,0
3935,MALONJE01 ,1985,Jeff,Malone,WA1,N,5,197,110,12,4,16,17,7,3,11,13,103,42,29,26,2,0
3936,MALONKA01 ,1985,Karl,Malone,UTA,N,4,144,87,24,6,30,4,8,0,6,18,72,38,26,11,0,0
3937,MATTHWE01 ,1985,Wes,Matthews,SAS,N,3,116,76,6,1,7,24,6,0,11,7,54,35,8,6,1,0
3938,MCADOBO01 ,1985,Bob,Mcadoo,PHI,N,5,73,54,6,8,14,2,4,5,2,13,36,20,16,14,0,0
3939,MCCRARO01 ,1985,Rodney,Mccray,HOU,N,20,835,259,95,23,118,125,18,19,37,45,202,108,58,43,3,0
3940,MCDOWHA01 ,1985,Hank,Mcdowell,HOU,N,13,33,9,4,4,8,2,0,0,2,6,7,2,8,5,0,0
3941,MCGEEMI01 ,1985,Mike,Mcgee,LAL,N,6,28,16,2,3,5,2,0,0,2,3,18,8,4,0,3,0
3942,MCHALKE01 ,1985,Kevin,Mchale,BOS,N,18,715,448,104,51,155,48,8,43,48,64,290,168,141,112,1,0
3943,MCKENKE01 ,1985,Kevin,Mckenna,WA1,N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,MCMILTO01 ,1985,Tom,Mcmillen,WA1,N,4,54,16,4,1,5,7,3,0,2,2,16,8,0,0,0,0
3945,MITCHMI01 ,1985,Mike,Mitchell,SAS,N,3,107,47,6,3,9,10,3,3,10,8,52,21,10,5,0,0
3946,MOKESPA01 ,1985,Paul,Mokeski,MIL,N,14,101,34,19,5,24,8,6,3,7,27,27,14,9,6,0,0
3947,MONCRSI01 ,1985,Sidney,Moncrief,MIL,N,9,327,152,26,15,41,44,5,5,21,30,122,52,63,44,14,4
3948,MOSSPE01  ,1985,Perry,Moss,PHI,N,7,28,5,3,0,3,2,0,1,4,6,8,2,1,1,1,0
3949,NATTCA01  ,1985,Calvin,Natt,DEN,N,10,293,179,62,17,79,28,2,3,22,25,142,66,59,46,2,1
3950,NEVITCH01 ,1985,Chuck,Nevitt,DET,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,OAKLECH01 ,1985,Charles,Oakley,CHI,N,3,88,30,20,10,30,3,6,2,5,13,21,11,13,8,0,0
3952,OKORMI01  ,1985,Mike,O'koren,NJN,N,2,21,2,1,1,2,2,2,1,3,5,6,1,0,0,1,0
3953,OLAJUHA01 ,1985,Hakeem,Olajuwon,HOU,N,20,766,537,135,101,236,39,40,69,43,87,387,205,199,127,1,0
3954,OLBERMA01 ,1985,Mark,Olberding,SAC,N,3,74,15,9,4,13,3,2,1,7,9,9,3,12,9,0,0
3955,OLDHAJA01 ,1985,Jawann,Oldham,CHI,N,1,4,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0
3956,PARISRO01 ,1985,Robert,Parish,BOS,N,18,591,270,106,52,158,25,9,30,44,47,225,106,89,58,0,0
3957,PAXSOJI01 ,1985,Jim,Paxson,POR,N,4,71,42,3,1,4,15,3,0,6,12,37,14,15,12,6,2
3958,PAXSOJO01 ,1985,John,Paxson,CHI,N,3,80,27,0,0,0,5,3,0,3,9,15,7,17,13,0,0
3959,PERKISA01 ,1985,Sam,Perkins,DAL,N,10,347,149,53,30,83,24,9,14,16,32,133,57,43,33,8,2
3960,PETERJI01 ,1985,Jim,Petersen,HOU,N,20,378,111,64,47,111,21,9,9,16,58,108,44,33,23,0,0
3961,PIERCRI01 ,1985,Ricky,Pierce,MIL,N,13,322,144,16,20,36,20,8,3,15,42,113,52,45,40,2,0
3962,PORTETE01 ,1985,Terry,Porter,POR,N,4,68,27,4,1,5,12,3,2,6,10,27,12,4,2,6,1
3963,PRESSPA01 ,1985,Paul,Pressey,MIL,N,14,530,225,41,19,60,110,18,13,50,48,157,76,88,67,18,6
3964,RAMBIKU01 ,1985,Kurt,Rambis,LAL,N,14,267,67,57,26,83,14,10,7,18,39,45,27,18,13,0,0
3965,RANSEKE01 ,1985,Kelvin,Ransey,NJN,N,3,68,27,4,3,7,12,1,0,4,9,22,10,8,6,3,1
3966,RASMUBL01 ,1985,Blair,Rasmussen,DEN,N,10,175,111,33,27,60,10,5,9,7,28,96,39,41,33,0,0
3967,REIDRO01  ,1985,Robert,Reid,HOU,N,20,773,298,70,13,83,137,27,1,42,74,288,124,59,47,21,3
3968,REYNOJE01 ,1985,Jerry,Reynolds,MIL,N,7,40,20,6,3,9,4,4,3,4,5,17,7,11,6,1,0
3969,ROBERAL01 ,1985,Alvin,Robertson,SAS,N,3,98,27,9,5,14,19,7,1,5,10,29,8,13,11,0,0
3970,ROBERFR01 ,1985,Fred,Roberts,UTA,N,4,31,22,3,4,7,3,0,0,6,5,15,7,9,8,0,0
3971,ROBINCL01 ,1985,Cliff,Robinson,WA1,N,5,177,107,26,17,43,17,10,3,15,19,93,46,31,15,0,0
3972,ROUNDDA01 ,1985,Dan,Roundfield,WA1,N,5,177,70,32,14,46,10,2,4,13,17,53,28,17,14,1,0
3973,RULANJE01 ,1985,Jeff,Ruland,WA1,N,2,54,28,7,5,12,10,0,2,6,6,14,7,17,14,0,0
3974,SAMPSRA01 ,1985,Ralph,Sampson,HOU,N,20,741,399,149,66,215,80,30,35,71,79,301,156,118,86,1,1
3975,SCHAYDA01 ,1985,Danny,Schayes,DEN,N,10,295,116,48,34,82,9,4,17,21,37,86,46,30,24,0,0
3976,SCHREDE01 ,1985,Detlef,Schrempf,DAL,N,10,120,37,16,7,23,14,2,1,10,24,28,13,17,11,1,0
3977,SCOTTBY01 ,1985,Byron,Scott,LAL,N,14,470,224,40,15,55,42,19,2,30,38,181,90,42,38,17,6
3978,SCURRCA01 ,1985,Carey,Scurry,UTA,N,4,54,17,6,10,16,3,1,4,2,12,20,8,2,1,2,0
3979,SICHTJE01 ,1985,Jerry,Sichting,BOS,N,18,274,57,11,5,16,40,5,0,8,18,61,27,7,3,1,0
3980,SMREKMI01 ,1985,Mike,Smrek,CHI,N,3,5,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
3981,SPRIGLA01 ,1985,Larry,Spriggs,LAL,N,3,13,20,6,1,7,2,1,0,0,0,6,5,10,10,0,0
3982,STOCKJO01 ,1985,John,Stockton,UTA,N,4,73,27,3,3,6,14,5,0,4,10,17,9,9,8,1,1
3983,STOKEGR01 ,1985,Greg,Stokes,PHI,N,7,90,27,7,6,13,4,2,6,4,12,28,8,13,11,0,0
3984,SUNDVJO01 ,1985,Jon,Sundvold,SAS,N,3,43,16,1,0,1,5,0,0,5,1,18,7,1,1,6,1
3985,THEUSRE01 ,1985,Reggie,Theus,SAC,N,3,102,45,5,3,8,19,3,2,14,9,46,18,12,9,1,0
3986,THIRDDA01 ,1985,David,Thirdkill,BOS,N,13,47,17,7,1,8,3,2,0,3,5,18,6,11,5,1,0
3987,THOMAIS01 ,1985,Isiah,Thomas,DET,N,4,163,106,14,8,22,48,9,3,17,17,91,41,36,24,5,0
3988,THOMPLA01 ,1985,Lasalle,Thompson,SAC,N,3,99,29,21,14,35,2,2,6,4,8,32,11,12,7,0,0
3989,THOMPMY01 ,1985,Mychal,Thompson,POR,N,4,140,76,22,11,33,14,1,3,10,13,54,31,26,14,0,0
3990,THORPOT01 ,1985,Otis,Thorpe,SAC,N,3,35,12,4,8,12,0,0,1,1,4,13,3,13,6,0,0
3991,THREASE01 ,1985,Sedale,Threatt,PHI,N,12,312,160,19,6,25,42,23,2,15,35,143,67,33,26,2,0
3992,TRIPUKE01 ,1985,Kelly,Tripucka,DET,N,4,175,87,13,10,23,9,3,2,16,14,71,33,23,21,0,0
3993,TURNEEL01 ,1985,Elston,Turner,DEN,N,10,196,66,17,12,29,22,7,0,5,19,54,29,8,7,1,1
3994,TURNEJE01 ,1985,Jeff,Turner,NJN,N,3,18,3,3,0,3,3,0,0,4,7,3,1,1,1,0,0
3995,TYLERTE01 ,1985,Terry,Tyler,SAC,N,3,51,8,5,3,8,4,2,3,1,5,10,2,4,4,0,0
3996,VANDEER01 ,1985,Ernie,Vandeweghe,POR,N,4,149,112,3,2,5,8,2,2,9,12,69,40,32,32,2,0
3997,VINCEJA01 ,1985,Jay,Vincent,BOS,N,9,41,22,6,1,7,5,2,0,4,9,28,8,6,6,1,0
3998,VINCEJA01 ,1985,Jay,Vincent,DAL,N,10,204,106,24,15,39,15,4,1,17,19,99,38,34,30,0,0
3999,WAITEGR01 ,1985,Granville,Waiters,HOU,N,11,26,8,3,2,5,0,1,3,1,3,7,4,0,0,0,0
4000,WALTOBI01 ,1985,Bill,Walton,BOS,N,16,291,127,78,25,103,27,6,12,22,45,93,54,23,19,1,0
4001,WEBBSP01  ,1985,Spud,Webb,ATL,N,9,183,110,25,6,31,65,4,1,10,13,81,42,33,26,2,0
4002,WEDMASC01 ,1985,Scott,Wedman,BOS,N,12,142,45,11,11,22,8,9,3,6,14,51,20,4,3,4,2
4003,WENNIBI01 ,1985,Bill,Wennington,DAL,N,6,18,7,1,4,5,0,0,0,0,4,6,2,2,2,1,1
4004,WHITEWI01 ,1985,Willie,White,DEN,N,4,21,5,2,1,3,6,1,0,2,4,7,2,0,0,4,1
4005,WIGGIMI01 ,1985,Mitchell,Wiggins,HOU,N,20,443,199,38,38,76,31,14,3,27,44,179,89,28,21,3,0
4006,WILKIDO01 ,1985,Dominique,Wilkins,ATL,N,9,360,257,34,20,54,25,9,2,30,24,217,94,79,68,5,1
4007,WILKIJE01 ,1985,Jeff,Wilkins,SAS,N,3,16,0,3,0,3,0,0,2,0,6,1,0,0,0,0,0
4008,WILLIBU01 ,1985,Buck,Williams,NJN,N,3,126,62,19,12,31,2,6,1,6,15,29,21,26,20,0,0
4009,WILLIGU01 ,1985,Gus,Williams,WA1,N,5,199,91,6,4,10,33,11,0,7,11,79,38,18,14,10,1
4010,WILLIKE02 ,1985,Kevin,Williams,ATL,N,9,280,125,34,31,65,5,7,8,15,38,98,55,23,15,0,0
4011,WILLIRO02 ,1985,Rob,Williams,DEN,N,4,18,4,3,1,4,3,0,0,0,2,4,2,0,0,1,0
4012,WITTMRA01 ,1985,Randy,Wittman,ATL,N,9,348,160,20,4,24,30,10,1,13,16,135,71,26,18,2,0
4013,WOODLE01  ,1985,Leon,Wood,WA1,N,1,2,5,0,0,0,0,0,0,0,0,5,1,2,2,1,1
4014,WOODSMI01 ,1985,Mike,Woodson,SAC,N,3,110,56,4,7,11,5,4,2,11,13,49,22,12,12,2,0
4015,WOOLROR01 ,1985,Orlando,Woolridge,CHI,N,3,135,63,8,6,14,4,3,1,4,12,62,25,15,13,1,0
4016,WORTHJA01 ,1985,James,Worthy,LAL,N,14,539,274,43,22,65,45,16,10,36,43,217,121,47,32,4,0
4017,YOUNGMI01 ,1985,Michael,Young,PHI,N,3,3,2,0,1,1,0,0,0,0,0,4,1,0,0,0,0
4018,ABDULKA01 ,1986,Kareem,Abdul-jabbar,LAL,N,18,559,345,84,39,123,36,8,35,40,56,234,124,122,97,1,0
4019,ADAMSMI01 ,1986,Michael,Adams,WA1,N,3,82,19,7,0,7,10,7,0,5,6,25,8,3,1,9,2
4020,AGUIRMA01 ,1986,Mark,Aguirre,DAL,N,4,130,85,13,11,24,8,8,0,9,15,62,31,30,23,4,0
4021,AINGEDA01 ,1986,Danny,Ainge,BOS,N,20,762,295,39,13,52,92,24,4,41,62,238,116,36,31,73,32
4022,ALARIMA01 ,1986,Mark,Alarie,DEN,N,3,41,20,5,0,5,1,2,2,4,9,15,9,2,2,0,0
4023,ANDERRI01 ,1986,Richard,Anderson,HOU,N,5,5,5,0,1,1,0,0,0,1,1,3,1,2,2,2,1
4024,ANDERRO01 ,1986,Ron,Anderson,IND,N,4,24,4,1,2,3,0,0,0,0,2,4,2,0,0,0,0
4025,BAILETH01 ,1986,Thurl,Bailey,UTA,N,5,151,78,16,14,30,9,3,6,12,12,63,30,18,18,0,0
4026,BALLAGR01 ,1986,Greg,Ballard,GSW,N,10,179,59,22,18,40,19,8,0,9,16,48,26,4,3,10,4
4027,BANKSGE01 ,1986,Gene,Banks,CHI,N,3,79,31,5,3,8,2,0,0,2,13,22,13,8,5,0,0
4028,BARKLCH01 ,1986,Charles,Barkley,PHI,N,5,210,123,36,27,63,12,4,8,22,21,75,43,45,36,8,1
4029,BATTLJO01 ,1986,John,Battle,ATL,N,8,78,53,8,2,10,8,1,0,7,13,34,15,23,21,5,2
4030,BENSOKE01 ,1986,Kent,Benson,UTA,N,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4031,BIRDLA01  ,1986,Larry,Bird,BOS,N,23,1015,622,190,41,231,165,27,19,71,55,454,216,193,176,41,14
4032,BLABUW01  ,1986,Uwe,Blab,DAL,N,1,10,3,2,1,3,0,1,1,2,4,1,1,4,1,0,0
4033,BLACKRO01 ,1986,Rolando,Blackman,DAL,N,4,153,94,10,4,14,17,2,0,8,7,73,36,24,22,1,0
4034,BOLMA01   ,1986,Manute,Bol,WA1,N,3,43,8,4,5,9,0,0,5,0,6,10,4,2,0,1,0
4035,BRADLDU01 ,1986,Dudley,Bradley,MIL,N,12,46,9,0,0,0,2,3,0,1,9,11,4,2,1,6,0
4036,BRANCAD01 ,1986,Adrian,Branch,LAL,N,11,42,14,7,3,10,5,2,0,5,10,21,4,12,6,1,0
4037,BREUERA01 ,1986,Randy,Breuer,MIL,N,12,156,40,22,9,31,4,7,9,4,32,33,16,12,8,0,0
4038,BROWNMI01 ,1986,Mike,Brown,CHI,N,1,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
4039,CAMPBTO01 ,1986,Tony,Campbell,DET,N,4,13,9,5,0,5,0,0,0,0,1,6,3,2,2,1,1
4040,CARRAN01  ,1986,Antoine,Carr,ATL,N,9,162,104,16,11,27,13,3,8,10,36,56,39,32,26,0,0
4041,CARROJO01 ,1986,Joe Barry,Carroll,GSW,N,10,334,189,49,16,65,19,14,25,31,42,163,74,51,41,1,0
4042,CATLETE01 ,1986,Terry,Catledge,WA1,N,3,98,55,18,7,25,0,3,1,7,5,41,23,17,9,0,0
4043,CHAMBTO01 ,1986,Tom,Chambers,SEA,N,14,498,322,58,32,90,32,12,13,34,51,263,118,99,80,17,6
4044,CHEEKMA01 ,1986,Maurice,Cheeks,PHI,N,5,210,88,12,1,13,44,9,4,12,14,66,35,21,18,1,0
4045,COLTEST01 ,1986,Steve,Colter,PHI,N,2,8,2,0,0,0,2,0,0,0,1,2,1,0,0,0,0
4046,COOKDA01  ,1986,Darwin,Cook,WA1,N,3,41,14,3,4,7,3,4,0,0,4,24,6,2,1,2,1
4047,COOPEMI01 ,1986,Michael,Cooper,LAL,N,18,522,234,51,8,59,90,25,14,37,46,159,77,54,46,70,34
4048,COOPEWA01 ,1986,Wayne,Cooper,DEN,N,3,41,12,11,6,17,2,0,1,1,9,12,5,2,2,0,0
4049,CORZIDA01 ,1986,Dave,Corzine,CHI,N,3,122,27,14,7,21,7,1,3,7,6,22,10,9,7,0,0
4050,CUMMITE01 ,1986,Terry,Cummings,MIL,N,12,443,267,66,29,95,28,12,13,15,51,215,105,83,57,0,0
4051,CURRYDE01 ,1986,Dell,Curry,UTA,N,2,4,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0
4052,DANTLAD01 ,1986,Adrian,Dantley,DET,N,15,500,308,39,29,68,35,13,0,33,36,206,111,111,86,0,0
4053,DAVISBR01 ,1986,Brad,Davis,DAL,N,4,75,33,7,2,9,17,0,0,6,4,23,13,9,7,2,0
4054,DAYEDA01  ,1986,Darren,Daye,BOS,N,23,240,116,21,11,32,13,9,3,18,33,72,42,37,32,0,0
4055,DONALJA01 ,1986,James,Donaldson,DAL,N,3,68,16,15,2,17,2,1,3,2,6,5,4,9,8,0,0
4056,DREXLCL01 ,1986,Clyde,Drexler,POR,N,4,153,96,14,16,30,15,7,3,6,16,79,36,29,23,4,1
4057,DUCKWKE01 ,1986,Kevin,Duckworth,POR,N,4,53,14,5,3,8,1,4,1,6,14,12,6,5,2,0,0
4058,DUMARJO01 ,1986,Joe,Dumars,DET,N,15,473,190,11,8,19,72,12,1,27,26,145,78,41,32,3,2
4059,DUNNTR01  ,1986,T.r.,Dunn,DEN,N,3,22,2,2,1,3,2,1,1,1,3,4,1,0,0,0,0
4060,EATONMA01 ,1986,Mark,Eaton,UTA,N,5,193,54,39,16,55,3,1,21,4,18,41,19,25,16,0,0
4061,ELLISDA01 ,1986,Dale,Ellis,SEA,N,14,530,353,53,37,90,37,10,6,33,54,304,148,54,44,36,13
4062,ENGLIAL01 ,1986,Alex,English,DEN,N,3,76,56,4,10,14,10,0,0,8,9,49,25,7,6,0,0
4063,ERVINJU01 ,1986,Julius,Erving,PHI,N,5,180,91,11,14,25,17,7,6,9,19,82,34,25,21,6,2
4064,EVANSMI01 ,1986,Mike,Evans,DEN,N,3,57,18,5,2,7,8,3,0,3,6,19,7,2,2,7,2
4065,FEITLDA01 ,1986,Dave,Feitl,HOU,N,6,8,2,1,0,1,0,0,0,0,0,0,0,2,2,0,0
4066,FLEMIVE01 ,1986,Vern,Fleming,IND,N,4,141,49,17,9,26,24,4,1,10,15,36,13,30,23,1,0
4067,FLOYDSL01 ,1986,Sleepy,Floyd,GSW,N,10,414,214,21,9,30,102,18,2,35,24,152,77,51,47,28,13
4068,GRAYST01  ,1986,Stuart,Gray,IND,N,3,14,2,5,2,7,0,0,0,0,3,1,0,4,2,0,0
4069,GREENRI01 ,1986,Rickey,Green,UTA,N,4,72,27,7,1,8,25,2,0,7,5,23,11,6,5,1,0
4070,GREENSI02 ,1986,Sidney,Green,DET,N,9,42,17,6,3,9,1,1,2,3,2,10,6,6,5,0,0
4071,GRIFFDA01 ,1986,Darrell,Griffith,UTA,N,5,104,68,7,5,12,8,6,2,12,5,65,24,19,14,15,6
4072,HANSEBO01 ,1986,Bob,Hansen,UTA,N,5,142,61,12,3,15,11,1,1,7,14,49,21,20,17,5,2
4073,HANZLBI01 ,1986,Bill,Hanzlik,DEN,N,3,76,25,6,0,6,7,4,0,3,6,25,8,15,9,2,0
4074,HARPEDE01 ,1986,Derek,Harper,DAL,N,4,123,66,10,2,12,27,7,0,5,7,40,20,30,24,9,2
4075,HARRIST01 ,1986,Steve,Harris,HOU,N,9,91,37,4,3,7,5,3,0,3,15,43,16,6,5,1,0
4076,HASTISC01 ,1986,Scott,Hastings,ATL,N,4,21,6,5,1,6,0,1,1,0,5,3,2,2,2,0,0
4077,HENDEJE01 ,1986,Jerome,Henderson,MIL,N,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4078,HENRYCO01 ,1986,Conner,Henry,BOS,N,11,35,22,3,3,6,0,0,0,4,3,16,8,10,5,5,1
4079,HIGGIRO01 ,1986,Rod,Higgins,GSW,N,10,177,43,16,5,21,12,11,6,2,20,46,18,9,6,1,1
4080,HINSORO01 ,1986,Roy,Hinson,PHI,N,5,159,86,17,6,23,3,4,10,2,18,52,31,38,24,0,0
4081,HODGECR01 ,1986,Craig,Hodges,MIL,N,12,226,95,11,11,22,20,9,2,3,16,77,40,11,10,17,5
4082,IAVARMA01 ,1986,Marc,Iavaroni,UTA,N,5,47,10,5,8,13,4,0,3,6,7,10,4,3,2,0,0
4083,JOHNSBU01 ,1986,Buck,Johnson,HOU,N,5,10,4,0,0,0,0,0,0,2,1,6,2,0,0,0,0
4084,JOHNSCL01 ,1986,Clemon,Johnson,SEA,N,14,262,60,24,25,49,4,7,15,2,18,53,24,19,12,1,0
4085,JOHNSDE01 ,1986,Dennis,Johnson,BOS,N,23,964,435,67,24,91,205,16,8,44,71,361,168,113,96,26,3
4086,JOHNSED02 ,1986,Eddie,Johnson,SEA,N,14,181,90,9,5,14,45,5,0,9,16,58,31,30,26,5,2
4087,JOHNSFR01 ,1986,Frank,Johnson,WA1,N,3,28,8,0,2,2,5,1,0,4,3,7,2,4,4,0,0
4088,JOHNSMA01 ,1986,Magic,Johnson,LAL,N,18,666,392,111,28,139,219,31,7,51,37,271,146,118,98,10,2
4089,JOHNSST01 ,1986,Steve,Johnson,POR,N,4,137,83,23,17,40,2,2,1,9,15,61,28,43,27,0,0
4090,JOHNSVI01 ,1986,Vinnie,Johnson,DET,N,15,388,221,24,20,44,62,9,4,23,33,207,95,36,31,2,0
4091,JONESCA01 ,1986,Caldwell,Jones,POR,N,4,129,15,22,9,31,6,0,6,5,15,12,5,6,5,0,0
4092,JONESCH01 ,1986,Charles,Jones,WA1,N,3,56,6,7,1,8,3,2,5,1,9,5,3,0,0,0,0
4093,JORDAMI01 ,1986,Michael,Jordan,CHI,N,3,128,107,14,7,21,18,6,7,8,11,84,35,39,35,5,2
4094,KERSEJE01 ,1986,Jerome,Kersey,POR,N,4,60,24,13,6,19,3,5,1,6,13,25,10,4,4,0,0
4095,KITCHCU01 ,1986,Curtis,Kitchen,SEA,N,8,23,2,4,2,6,0,0,2,0,7,2,1,4,0,0,0
4096,KITEGR01  ,1986,Greg,Kite,BOS,N,20,172,17,31,15,46,8,2,8,7,43,20,7,7,3,0,0
4097,KONCAJO01 ,1986,Jon,Koncak,ATL,N,8,86,20,20,5,25,3,3,4,0,24,13,7,8,6,0,0
4098,LAIMBBI01 ,1986,Bill,Laimbeer,DET,N,15,543,184,126,30,156,37,15,12,20,53,163,84,24,15,5,1
4099,LEAVEAL01 ,1986,Allen,Leavell,HOU,N,10,384,141,19,6,25,72,19,3,28,42,107,44,60,49,16,4
4100,LEVERLA01 ,1986,Lafayette,Lever,DEN,N,3,99,46,13,5,18,22,7,0,2,7,50,19,9,6,8,2
4101,LEVINCL01 ,1986,Cliff,Levingston,ATL,N,9,108,28,22,12,34,3,0,3,4,21,18,7,18,14,1,0
4102,LISTEAL01 ,1986,Alton,Lister,SEA,N,9,206,54,27,29,56,7,7,13,10,37,50,20,20,14,0,0
4103,LONGJO01  ,1986,John,Long,IND,N,4,109,44,4,2,6,9,6,0,5,16,52,16,13,11,6,1
4104,LUCASJO01 ,1986,John,Lucas,MIL,N,12,362,187,21,4,25,62,14,1,20,17,150,68,48,39,36,12
4105,LUCASMA01 ,1986,Maurice,Lucas,SEA,N,14,265,98,46,19,65,19,12,5,18,43,90,35,38,28,1,0
4106,MACYKY01  ,1986,Kyle,Macy,IND,N,4,49,4,3,0,3,5,1,0,3,7,6,2,1,0,1,0
4107,MAHORRI01 ,1986,Rick,Mahorn,DET,N,15,483,146,100,42,142,5,6,11,16,60,109,59,35,28,1,0
4108,MALONJE01 ,1986,Jeff,Malone,WA1,N,3,105,45,6,1,7,9,1,0,11,8,46,17,11,11,0,0
4109,MALONKA01 ,1986,Karl,Malone,UTA,N,5,200,100,33,15,48,6,11,4,17,20,88,37,36,26,0,0
4110,MALONMO01 ,1986,Moses,Malone,WA1,N,3,114,62,23,15,38,5,0,3,8,5,47,21,21,20,0,0
4111,MARTIFE01 ,1986,Fernando,Martin,POR,N,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4112,MARTIMO01 ,1986,Mo,Martin,DEN,N,3,54,31,5,4,9,10,0,1,5,12,29,12,12,7,1,0
